,ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
280,A-281,3,2019-01-17 09:27:26,2019-01-17 09:56:43,40.654079,-74.007675,40.654079,-74.007675,0.0,Accident on I-278 Gowanus Expy Eastbound at 29th St.,997.0,3rd Ave,R,Brooklyn,Kings,NY,11232-2414,US,US/Eastern,KJRB,2019-01-17 09:56:00,30.9,27.5,57.0,30.43,10.0,Variable,3.5,,Clear,False,False,True,False,True,False,True,False,False,False,False,False,False,Day,Day,Day,Day
281,A-282,2,2020-08-12 07:16:33,2020-08-12 08:16:23,36.34705,-86.87468,36.34705,-86.87468,0.0,Accident on Greenbrier Rd at US-431 Whites Creek Pike.,7699.0,Whites Creek Pike,L,Joelton,Davidson,TN,37080-8643,US,US/Central,KBNA,2020-08-12 06:53:00,78.0,78.0,84.0,29.39,8.0,NNE,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
282,A-283,2,2020-12-17 22:50:00,2020-12-18 00:29:14,30.466084,-97.844037,30.463711,-97.843937,0.1639999999999999,Incident on ANDERSON MILL RD near DIES RANCH RD Drive with caution.,,Anderson Mill Rd,R,Cedar Park,Travis,TX,78613,US,US/Central,KRYW,2020-12-17 22:55:00,44.0,39.0,59.0,28.93,10.0,SSE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
283,A-284,2,2020-09-22 03:55:00,2020-09-22 08:11:59,43.043734,-83.723338,43.04498,-83.723351,0.086,Incident on FLEMING RD near HOUSE 3115 Drive with caution.,1600.0, W McClellan St,R,Flint,Genesee,MI,48504-2518,US,US/Eastern,KFNT,2020-09-22 03:53:00,50.0,50.0,80.0,29.43,10.0,SSW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
284,A-285,2,2017-04-11 09:10:57,2017-04-11 15:10:57,26.70676,-80.11098,26.70676,-80.11098,0.0,At Military Trl - Accident.,1998.0, N Military Trl,R,West Palm Beach,Palm Beach,FL,33409-4718,US,US/Eastern,KPBI,2017-04-11 08:53:00,75.0,,55.0,30.19,10.0,ENE,9.2,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
285,A-286,2,2017-04-28 10:08:00,2017-04-28 10:37:48,40.196327,-76.108688,40.196327,-76.108688,0.0,Accident on Witmer Cir at SR 1051 Church St.,201.0,E Church St,L,Stevens,Lancaster,PA,17578-9451,US,US/Eastern,KLNS,2017-04-28 09:53:00,72.0,,64.0,30.01,10.0,NW,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
286,A-287,2,2018-03-07 17:34:47,2018-03-07 18:19:22,38.562206,-121.487221,38.562206,-121.487221,0.0,Right hand shoulder blocked due to accident on I-80 Bus Capital City Fwy Westbound after 16th St.,,Capital City Fwy W,R,Sacramento,Sacramento,CA,95818,US,US/Pacific,KSAC,2018-03-07 17:53:00,64.9,,52.0,29.97,10.0,SSW,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
287,A-288,3,2017-08-08 10:38:32,2017-08-08 11:07:54,39.062382,-94.6259,39.062382,-94.6259,0.0,Right hand shoulder blocked due to accident on I-35 Northbound before Exit 233 Mission Rd.,,I-35 S,R,Kansas City,Wyandotte,KS,66103,US,US/Central,KNKA,2017-08-08 11:18:00,,,,,,North,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
288,A-289,2,2020-11-18 19:45:00,2020-11-18 21:04:32,39.343011,-120.337151,39.341473,-120.342494,0.305,Incident on I-80 WB near DONNER RA Right shoulder closed.,,I-80 W,R,Truckee,Nevada,CA,96161,US,US/Pacific,KTRK,2020-11-18 19:38:00,34.0,29.0,93.0,24.22,4.0,SW,6.0,0.0,Light Snow,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
289,A-290,2,2019-02-28 07:22:02,2019-02-28 07:51:44,36.175961,-86.76619699999999,36.175961,-86.76619699999999,0.0,Accident on US-31E Ellington Pkwy at US-31 James Robertson Pkwy.,,Spring St,R,Nashville,Davidson,TN,37207,US,US/Central,KBNA,2019-02-28 06:53:00,44.1,39.5,71.0,30.07,9.0,North,8.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
290,A-291,2,2016-08-14 09:33:13,2016-08-14 15:33:13,42.94145,-78.76647,42.93692,-78.76644,0.313,At RT-33/Exit 51 - Accident.,,New York Trwy W,R,Buffalo,Erie,NY,14225,US,US/Eastern,KBUF,2016-08-14 09:32:00,75.0,,73.0,29.96,10.0,NW,6.9,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
291,A-292,2,2020-12-06 23:00:25,2020-12-07 02:21:25,29.734968,-95.347444,29.734822,-95.347206,0.017,Incident on GULF FWY SB near SCOTT ST Drive with caution.,,Gulf Fwy,R,Houston,Harris,TX,77004,US,US/Central,KMCJ,2020-12-06 22:53:00,55.0,55.0,57.0,30.08,10.0,NNW,10.0,0.0,Fair,False,False,True,True,False,False,True,False,False,False,False,True,False,Night,Night,Night,Night
292,A-293,2,2020-11-19 02:22:00,2020-11-19 03:52:44,33.946648,-118.368512,33.938338,-118.368502,0.574,SB 405 AT CENTURY BLVD. TOYT COA VS NISS SD BOTH VEHS ON RS // REQ CHP FOR 11-10,,I-405 S,R,Inglewood,Los Angeles,CA,90301,US,US/Pacific,KLAX,2020-11-19 02:36:00,56.0,56.0,93.0,29.99,3.0,VAR,3.0,0.0,Mist,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
293,A-294,2,2020-11-13 10:45:44,2020-11-13 12:10:49,35.551079,-97.565651,35.551079,-97.565651,0.0,Accident on Wilshire Blvd at May Ave.,7899.0,N May Ave,L,Oklahoma City,Oklahoma,OK,73116-3115,US,US/Central,KPWA,2020-11-13 10:53:00,44.0,40.0,58.0,28.87,10.0,NNE,8.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
294,A-295,2,2019-03-11 16:42:52,2019-03-11 17:12:31,42.36147,-83.07294,42.35702,-83.07994000000001,0.471,At M-10/John C Lodge Fwy/Exit 215 - Accident. Lane blocked.,,Edsel Ford Fwy W,R,Detroit,Wayne,MI,48202,US,US/Eastern,KDET,2019-03-11 16:53:00,39.9,32.1,38.0,30.22,10.0,WNW,13.8,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
295,A-296,2,2019-01-31 10:12:02,2019-01-31 10:42:02,34.14565,-118.75722,34.14671,-118.76553,0.481,At Kanan Rd/Exit 36 - Accident. Right lane blocked.,,US-101 N,R,Agoura Hills,Los Angeles,CA,91301,US,US/Pacific,KVNY,2019-01-31 10:04:00,57.9,,81.0,29.95,2.0,SSE,6.9,0.05,Thunderstorms and Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
296,A-297,2,2018-09-24 19:30:43,2018-09-24 23:30:43,42.397328,-121.36068,42.391721,-121.3699,0.609,At Bly Mountain Cutoff - Accident.,36082.0, Klamath Falls Lakeview Hwy,R,Bonanza,Klamath,OR,97623,US,US/Pacific,KLMT,2018-09-24 19:53:00,59.0,,24.0,30.1,10.0,ENE,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
297,A-298,2,2020-04-21 15:41:52,2020-04-21 15:56:52,37.54805,-77.35896,37.54805,-77.35896,0.0,At VA-33/Nine Mile Rd - Accident.,5149.0, Nine Mile Rd,R,Richmond,Henrico,VA,23223-3329,US,US/Eastern,KRIC,2020-04-21 15:54:00,69.0,69.0,57.0,29.37,10.0,WSW,13.0,0.03,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
298,A-299,2,2020-12-30 17:22:00,2020-12-30 20:32:43,41.17161,-73.191683,41.166261,-73.23293699999999,2.177,Stationary traffic on I-95 S - Governor John Davis Lodge Tpke from Stratford Ave/Exit 28 (I-95) to Black Rock Tpke/Exit 24 (I-95) due to accident.,436.0, Warren St,R,Bridgeport,Fairfield,CT,06604-5081,US,US/Eastern,KBDR,2020-12-30 16:52:00,40.0,32.0,65.0,30.22,10.0,SW,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
299,A-300,2,2020-11-16 13:41:11,2020-11-16 15:10:36,40.79871,-74.189888,40.79871,-74.189888,0.0,Center lane blocked due to accident on Garden State Pkwy Southbound at Exit 149.,,Garden State Pkwy N,R,Bloomfield,Essex,NJ,07003,US,US/Eastern,KTEB,2020-11-16 13:51:00,51.0,51.0,39.0,29.92,10.0,W,15.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
300,A-301,2,2017-09-07 11:37:06,2017-09-07 12:06:46,40.247822,-75.635788,40.247822,-75.635788,0.0,Accident on Beech St at Grant St.,214.0,Grant St,R,Pottstown,Montgomery,PA,19464-4846,US,US/Eastern,KPTW,2017-09-07 11:24:00,63.0,,75.0,29.96,8.0,Variable,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
301,A-302,2,2016-10-14 14:21:37,2016-10-14 15:06:23,34.433743,-118.385757,,,0.01,Accident on CA-14 Northbound before Exit 11 Soledad Canyon Rd.,,Soledad Canyon Rd,R,Canyon Country,Los Angeles,CA,91387,US,US/Pacific,K3A6,2016-10-14 14:51:00,80.0,80.0,39.0,29.07,10.0,E,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
302,A-303,2,2017-01-10 06:50:28,2017-01-10 12:50:28,28.66436,-81.38871999999999,28.65953,-81.38869,0.3339999999999999,At SR-436/Exit 92 - Accident.,,I-4 W,R,Altamonte Springs,Seminole,FL,32714,US,US/Eastern,KORL,2017-01-10 06:53:00,50.0,,93.0,30.46,10.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
303,A-304,2,2019-02-17 04:59:42,2019-02-17 08:59:42,44.11386,-123.18217,44.11362,-123.18195,0.02,At Airport Rd - Accident.,90249.0, Highway 99 N,R,Eugene,Lane,OR,97402-9769,US,US/Pacific,KEUG,2019-02-17 04:54:00,33.1,28.7,89.0,30.05,10.0,SSE,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
304,A-305,2,2020-09-30 18:40:14,2020-09-30 19:39:54,35.094120000000004,-81.854828,35.094120000000004,-81.854828,0.0,Accident on US-221 at Graham Chapel Rd.,4899.0,Chesnee Hwy,L,Chesnee,Spartanburg,SC,29323-8713,US,US/Eastern,KEHO,2020-09-30 18:35:00,68.0,68.0,56.0,29.07,10.0,SSW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
305,A-306,3,2017-03-23 16:26:25,2017-03-23 17:10:53,42.167667,-71.937218,,,0.01,Two lanes blocked due to accident on I-90 Eastbound at Hammond Hill Rd.,,I-90 E,R,Charlton,Worcester,MA,01507,US,US/Eastern,KORH,2017-03-23 16:54:00,32.0,20.5,24.0,30.45,10.0,WNW,18.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
306,A-307,3,2017-10-19 06:57:28,2017-10-19 07:26:58,41.877819,-93.571083,,,9.60999965668,Left lane blocked due to accident on I-35 Northbound from Exit 96 County Hwy-F22 126th Ave to Exit 102 IA-210.,,Highway 210,R,Cambridge,Story,IA,50046,US,US/Central,KAMW,2017-10-19 06:53:00,39.9,,97.0,30.1,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
307,A-308,2,2019-09-12 14:25:43,2019-09-12 15:40:17,33.535,-112.186234,33.535,-112.186234,0.0,Accident on 59th Ave at Ocotillo Rd.,6698.0,N 59th Ave,L,Glendale,Maricopa,AZ,85301-3835,US,US/Mountain,KGEU,2019-09-12 13:58:00,99.0,99.0,15.0,28.75,10.0,NW,6.0,0.0,Fair,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
308,A-309,2,2018-12-07 05:35:00,2018-12-07 07:30:00,40.70396,-111.93896,40.70396,-111.93913,0.009,At UT-68/S Redwood Rd - Accident.,1698.0, W 3100 S,R,West Valley City,Salt Lake,UT,84119,US,US/Mountain,KU42,2018-12-07 05:35:00,25.2,,95.0,30.21,7.0,Calm,,,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
309,A-310,3,2018-05-24 20:00:36,2018-05-24 20:30:14,33.18652,-97.108223,33.18652,-97.108223,0.0,#1 lane blocked due to accident on I-35E Northbound at Loop 288 (South) / Lillian Miller Pkwy\t.,,US-77 S,R,Denton,Denton,TX,76205,US,US/Central,KDTO,2018-05-24 19:53:00,84.0,,55.0,29.95,10.0,South,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
310,A-311,2,2020-03-12 12:37:00,2020-03-12 13:08:59,34.185817,-118.217363,34.185817,-118.217363,0.0,At I-210/Verdugo Blvd - Accident.,,CA-2 N,R,Glendale,Los Angeles,CA,91208,US,US/Pacific,KBUR,2020-03-12 12:53:00,56.0,56.0,87.0,29.02,3.0,WNW,10.0,0.16,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
311,A-312,2,2020-11-24 01:37:00,2020-11-24 04:06:58,38.597375,-121.419965,38.5976,-121.419361,0.036,51 SEEN FIRE WB ON ARDEN / POSS ALREADY CLRD,1950.0, Alta Arden Expy,R,Sacramento,Sacramento,CA,95825,US,US/Pacific,KMCC,2020-11-24 01:50:00,39.0,39.0,93.0,29.93,10.0,CALM,0.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
312,A-313,2,2018-09-17 08:30:39,2018-09-17 09:18:00,39.88203,-86.244186,39.88203,-86.244186,0.0,Accident on Georgetown Rd at 71st St.,4930.0,W 71st St,R,Indianapolis,Marion,IN,46268-2154,US,US/Eastern,KEYE,2018-09-17 08:53:00,72.0,,84.0,29.94,10.0,North,3.5,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
313,A-314,2,2016-12-22 10:53:01,2016-12-22 11:22:38,40.160965,-76.392044,,,0.01,Accident on PA-72 Main St at Mill St.,1.0,Mill St,R,Manheim,Lancaster,PA,17545,US,US/Eastern,KLNS,2016-12-22 10:53:00,42.1,37.1,55.0,29.99,10.0,WNW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
314,A-315,2,2020-04-27 09:32:13,2020-04-27 10:46:48,34.121311,-117.514503,34.121311,-117.514503,0.0,#1 lane blocked and right hand shoulder blocked due to accident on Baseline Ave Westbound at I-15 Exit 113.,,Baseline Rd,R,Rancho Cucamonga,San Bernardino,CA,91739,US,US/Pacific,KONT,2020-04-27 09:53:00,74.0,74.0,45.0,28.95,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
315,A-316,3,2019-12-29 13:10:15,2019-12-29 13:55:04,38.258007,-85.765343,,,2.1099998951,Two lanes blocked and right hand shoulder blocked due to accident on I-64 Eastbound between US-150 22nd St and 9th St.,909.0,W Main St,R,Louisville,Jefferson,KY,40202-2621,US,US/Eastern,KLOU,2019-12-29 12:53:00,61.0,61.0,90.0,29.22,2.0,S,12.0,0.19,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
316,A-317,2,2019-10-22 14:15:53,2019-10-22 14:58:07,39.187038,-77.169777,39.187038,-77.169777,0.0,Accident on Village Ave at Doubleland Rd.,8456.0,E Village Ave,R,Montgomery Village,Montgomery,MD,20886,US,US/Eastern,KGAI,2019-10-22 13:56:00,60.0,60.0,90.0,29.25,10.0,ESE,10.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
317,A-318,2,2020-01-01 05:52:00,2020-01-01 07:24:25,34.028813,-117.575703,34.028813,-117.575703,0.0,At Haven Ave - Accident.,,S Haven Ave,R,Ontario,San Bernardino,CA,91761,US,US/Pacific,KONT,2020-01-01 05:53:00,43.0,40.0,68.0,29.05,10.0,VAR,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
318,A-319,3,2019-10-21 07:41:29,2019-10-21 08:59:29,42.489758,-73.677544,42.489758,-73.677544,0.0,One lane blocked due to accident on I-90 Eastbound at US-9.,,US Highway 9,R,Nassau,Rensselaer,NY,12123,US,US/Eastern,KPSF,2019-10-21 07:54:00,36.0,36.0,97.0,28.8,0.25,CALM,0.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
319,A-320,2,2018-04-09 17:47:21,2018-04-09 18:47:07,34.892540000000004,-82.160202,34.892540000000004,-82.160202,0.0,Accident on SC-101 at I-85.,,Highway 101 S,R,Duncan,Spartanburg,SC,29334,US,US/Eastern,KGSP,2018-04-09 17:53:00,52.0,,77.0,30.06,10.0,NE,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
320,A-321,2,2018-07-05 17:36:56,2018-07-05 23:36:56,33.996331,-117.92722,33.99406,-117.90061,1.5319999999999998,Between Azusa Ave and Fullerton Rd - Accident.,,Pomona Fwy E,R,Rowland Heights,Los Angeles,CA,91748,US,US/Pacific,KFUL,2018-07-05 17:53:00,91.0,,23.0,29.91,10.0,West,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
321,A-322,2,2019-08-29 14:39:15,2019-08-29 15:24:03,40.73724,-73.172539,40.73724,-73.172539,0.0,Accident on Harwood Ave at CR-50 Union Blvd.,3558.0,Union Blvd,R,East Islip,Suffolk,NY,11730-1915,US,US/Eastern,KISP,2019-08-29 14:56:00,82.0,82.0,42.0,29.75,10.0,WNW,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
322,A-323,3,2018-11-13 07:41:34,2018-11-13 08:10:34,38.111683,-85.672958,,,1.1100000143100002,Accident on exit ramp from I-265 Southbound at Exit 12 to Preston Hwy Southbound.,,I-265 W,R,Louisville,Jefferson,KY,40229,US,US/Eastern,KSDF,2018-11-13 07:49:00,37.0,29.3,86.0,30.26,3.0,North,11.5,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
323,A-324,2,2018-12-19 20:08:04,2018-12-19 21:07:48,43.138062,-77.60041,43.138062,-77.60041,0.0,Accident on Benton St at Meigs St.,99.0,Benton St,R,Rochester,Monroe,NY,14620-2439,US,US/Eastern,KROC,2018-12-19 19:54:00,37.0,33.3,50.0,30.01,10.0,SW,4.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
324,A-325,2,2020-09-22 23:57:00,2020-09-23 01:24:29,33.291782,-111.904217,33.291912,-111.898477,0.332,Incident on AZ-202 LOOP EB near AZ-101 LOOP Right shoulder closed.,,AZ-202 Loop E,R,Chandler,Maricopa,AZ,85226,US,US/Mountain,KCHD,2020-09-22 21:47:00,86.0,86.0,31.0,28.6,10.0,CALM,0.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
325,A-326,2,2020-03-09 18:20:57,2020-03-09 19:20:44,34.994781,-81.978729,34.994781,-81.978729,0.0,Accident on Valley Falls Rd at Access Rd.,7539.0,Valley Falls Rd,R,Spartanburg,Spartanburg,SC,29303-1753,US,US/Eastern,KSPA,2020-03-09 18:15:00,64.0,64.0,42.0,29.55,10.0,SSW,7.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
326,A-327,2,2018-12-29 08:06:05,2018-12-29 08:35:44,42.666294,-73.75489,42.666294,-73.75489,0.0,Left lane blocked due to accident on US-9 Northbound before Dudley Hts.,,Loudon Rd,R,Albany,Albany,NY,12210,US,US/Eastern,KALB,2018-12-29 07:51:00,43.0,35.7,60.0,29.98,10.0,WNW,15.0,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
327,A-328,2,2018-08-07 22:06:21,2018-08-08 02:06:21,44.912191,-122.97781299999998,44.91219,-122.977808,0.0,At Lancaster Dr SE/Exit 2 - Accident.,,N Santiam Hwy W,R,Salem,Marion,OR,97317,US,US/Pacific,KSLE,2018-08-07 21:56:00,80.1,,43.0,29.85,10.0,West,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
328,A-329,2,2016-10-14 17:09:30,2016-10-14 17:39:18,30.350527000000003,-97.500694,,,0.01,Accident on US-290 at Old Kimbro Rd.,14094.0,US Highway 290 E,L,Manor,Travis,TX,78653-4514,US,US/Central,KEDC,2016-10-14 17:15:00,89.6,,52.0,30.03,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
329,A-330,3,2019-09-18 10:32:59,2019-09-18 12:02:50,33.089451000000004,-117.301628,,,0.0,Accident on I-5 Southbound at Exit 45 Poinsettia Ln.,,I-5 S,R,Encinitas,San Diego,CA,92024,US,US/Pacific,KCRQ,2019-09-18 10:53:00,75.0,75.0,57.0,29.59,10.0,VAR,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
330,A-331,2,2019-01-11 12:37:08,2019-01-11 13:06:52,34.93185,-81.08152,34.93185,-81.08152,0.0,Accident on SC-322 Mcconnells Hwy at Meadow Lakes Rd.,,Docs Dead End Rd,R,Rock Hill,York,SC,29730,US,US/Eastern,KUZA,2019-01-11 12:54:00,42.1,,37.0,30.35,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
331,A-332,2,2017-03-21 11:41:39,2017-03-21 12:11:00,26.564581,-81.856346,26.564581,-81.856346,0.0,Accident on Fordham St at Crystal Dr.,8400.0,Fordham St,L,Fort Myers,Lee,FL,33907-4319,US,US/Eastern,KFMY,2017-03-21 11:53:00,75.9,,43.0,30.2,10.0,Variable,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
332,A-333,2,2018-09-19 17:09:25,2018-09-19 17:39:14,38.59085,-121.50469,38.584432,-121.50306,0.452,At J St - Accident. Lane blocked.,,CA-16 E,R,Sacramento,Sacramento,CA,95814,US,US/Pacific,KSAC,2018-09-19 16:53:00,87.1,,24.0,29.79,10.0,NW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
333,A-334,2,2020-11-24 15:02:42,2020-11-24 16:17:42,32.90871,-96.899732,32.908047,-96.899708,0.046,Incident on N STEMMONS FWY SB near LBJ RAMP Drive with caution.,,Emerald St,R,Dallas,Dallas,TX,75234,US,US/Central,KADS,2020-11-24 14:47:00,68.0,68.0,94.0,29.09,7.0,SSE,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
334,A-335,2,2020-12-25 04:44:37.000000000,2020-12-25 06:45:27.000000000,34.436634000000005,-82.68933100000001,34.438068,-82.690338,0.114,Incident on TRAVIS LN near MARTIN RD Expect delays.,798.0, Martin Rd,L,Starr,Anderson,SC,29684-8952,US,US/Eastern,KAND,2020-12-25 04:56:00,28.0,15.0,58.0,29.01,9.0,W,21.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
335,A-336,4,2019-05-04 00:46:14,2019-05-04 01:14:30,38.989737,-76.626846,38.99013,-76.63849300000001,0.626,Closed at Huntwood Dr - Road closed due to accident.,856.0, Defense Hwy,L,Gambrills,Anne Arundel,MD,21054,US,US/Eastern,KFME,2019-05-04 00:42:00,63.0,63.0,94.0,29.78,5.0,CALM,0.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
336,A-337,2,2016-08-14 16:09:04,2016-08-14 16:39:04,34.002491,-118.411911,34.002491,-118.411911,0.0,Accident on Sawtelle Blvd Southbound at I-405.,,Culver Blvd,R,Culver City,Los Angeles,CA,90230,US,US/Pacific,KSMO,2016-08-14 15:51:00,75.0,,69.0,29.85,10.0,WSW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
337,A-338,3,2020-01-08 17:19:43,2020-01-08 18:16:36,40.065258,-75.320206,40.065258,-75.320206,0.0,Right hand shoulder blocked due to accident on I-76 Westbound before Exit 331.,,I-76 W,R,Conshohocken,Montgomery,PA,19428,US,US/Eastern,KLOM,2020-01-08 17:15:00,33.0,23.0,51.0,29.87,10.0,WNW,15.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
338,A-339,3,2018-08-16 07:45:40,2018-08-16 08:15:13,37.552776,-77.443588,37.552776,-77.443588,0.0,Lane blocked due to accident on I-64 Westbound at Exit 76B VA-33 Leigh St.,,I-95 N,R,Richmond,Richmond City,VA,23220,US,US/Eastern,KRIC,2018-08-16 07:54:00,73.9,,91.0,30.12,9.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
339,A-340,1,2020-04-14 09:30:52,2020-04-14 09:45:52,29.9518,-90.06726,29.9518,-90.06726,0.0,At Canal St - Accident.,500.0, Canal St,L,New Orleans,Orleans,LA,70130-2306,US,US/Pacific,KAUD,2020-04-14 09:55:00,62.0,62.0,84.0,30.07,10.0,NNE,13.0,0.0,Cloudy,False,False,True,False,False,False,True,False,True,False,False,True,False,Day,Day,Day,Day
340,A-341,2,2017-08-31 19:30:22,2017-08-31 20:00:05,34.051727,-80.923485,34.051727,-80.923485,0.0,Accident on SC-12 Percival Rd at I-77.,,Southeastern Beltway S,R,Columbia,Richland,SC,29223,US,US/Eastern,KCUB,2017-08-31 19:20:00,75.0,,90.0,30.01,10.0,ENE,6.9,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
341,A-342,2,2019-09-17 07:28:13,2019-09-17 07:56:10,34.856169,-82.267323,34.837709999999994,-82.28967,1.798,At I-385/Exit 51 - Accident. Right lane blocked.,,I-85 S,R,Greenville,Greenville,SC,29615,US,US/Eastern,KGMU,2019-09-17 07:53:00,74.0,74.0,73.0,28.9,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
342,A-343,4,2020-03-20 14:00:37,2020-03-20 14:15:37,30.63799,-90.5242,30.72632,-90.53267,6.124,Closed between LA-442/Exit 36 and LA-16/Exit 47 - Road closed due to accident.,,I-55 N,R,Independence,Tangipahoa,LA,70443,US,US/Central,KHDC,2020-03-20 13:55:00,82.0,82.0,62.0,30.14,10.0,S,13.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
